"Id","Pred"
"2012_1104_1124",0.395119754213309
"2012_1104_1125",0.590877725599215
"2012_1104_1140",0.955136382506061
"2012_1104_1143",0.870628384559199
"2012_1104_1153",0.825637794165095
"2012_1104_1160",0.739019880212631
"2012_1104_1161",0.322915659628681
"2012_1104_1163",0.355653055471579
"2012_1104_1166",0.102150396163216
"2012_1104_1172",0.878723764001883
"2012_1104_1178",0.608293943784272
"2012_1104_1181",0.00893323200286289
"2012_1104_1196",0.524304096171488
"2012_1104_1199",0.451271925278858
"2012_1104_1207",0.30175802417124
"2012_1104_1211",0.529911319114746
"2012_1104_1217",0.1740297570757
"2012_1104_1231",0.401093430528891
"2012_1104_1233",0.792048406987348
"2012_1104_1235",0.517591027054818
"2012_1104_1242",0.120341894619904
"2012_1104_1243",0.763349638830606
"2012_1104_1246",0.0154826690324775
"2012_1104_1249",0.937822626240252
"2012_1104_1250",0.448771672133486
"2012_1104_1253",0.316511188669624
"2012_1104_1254",0.951995955030861
"2012_1104_1257",0.0695500181332154
"2012_1104_1259",0.576692525149412
"2012_1104_1266",0.495881074938709
"2012_1104_1272",0.87122031864392
"2012_1104_1276",0.554749377570476
"2012_1104_1277",0.839402710643721
"2012_1104_1281",0.346994662520462
"2012_1104_1285",0.746244882675017
"2012_1104_1290",0.839824566021048
"2012_1104_1293",0.135050126650687
"2012_1104_1301",0.251195360198816
"2012_1104_1307",0.128030150940747
"2012_1104_1308",0.768843340320936
"2012_1104_1313",0.984736404554561
"2012_1104_1314",0.431958995423689
"2012_1104_1323",0.478865913955338
"2012_1104_1325",0.190182605008319
"2012_1104_1326",0.510223354076968
"2012_1104_1345",0.569629006340811
"2012_1104_1355",0.835254229459444
"2012_1104_1361",0.694680275360868
"2012_1104_1378",0.871042697032796
"2012_1104_1379",0.86933496494853
"2012_1104_1382",0.551791310729044
"2012_1104_1387",0.787546342728038
"2012_1104_1388",0.292594875613664
"2012_1104_1393",0.642916525145608
"2012_1104_1396",0.788665259782296
"2012_1104_1400",0.956336473966507
"2012_1104_1421",0.964164770896021
"2012_1104_1424",0.292378013777418
"2012_1104_1433",0.288720428865448
"2012_1104_1435",0.513034629456525
"2012_1104_1436",0.782825387128399
"2012_1104_1438",0.575954555707366
"2012_1104_1443",0.745912499737096
"2012_1104_1452",0.415654365135557
"2012_1104_1455",0.974159671416173
"2012_1104_1458",0.292264353593042
"2012_1104_1462",0.869227873028009
"2012_1124_1125",0.987332892704746
"2012_1124_1140",0.980563021480015
"2012_1124_1143",0.879730160307547
"2012_1124_1153",0.974623065669323
"2012_1124_1160",0.954730993249384
"2012_1124_1161",0.877513083336067
"2012_1124_1163",0.866356954523039
"2012_1124_1166",0.87297785085225
"2012_1124_1172",0.84603627910797
"2012_1124_1178",0.947255857646174
"2012_1124_1181",0.0965678734101316
"2012_1124_1196",0.773351037851956
"2012_1124_1199",0.937061228078185
"2012_1124_1207",0.609627691623085
"2012_1124_1211",0.732307254812328
"2012_1124_1217",0.92360757607077
"2012_1124_1231",0.76721090650031
"2012_1124_1233",0.945980752329729
"2012_1124_1235",0.666169625530082
"2012_1124_1242",0.347338133979113
"2012_1124_1243",0.877709544073212
"2012_1124_1246",0.0687780594841459
"2012_1124_1249",0.993676176986283
"2012_1124_1250",0.651280571138924
"2012_1124_1253",0.536467435815187
"2012_1124_1254",0.992071972828721
"2012_1124_1257",0.485497301433351
"2012_1124_1259",0.96914989235045
"2012_1124_1266",0.64936423473812
"2012_1124_1272",0.961380734894605
"2012_1124_1276",0.523086864282376
"2012_1124_1277",0.664725023096125
"2012_1124_1281",0.239863858461264
"2012_1124_1285",0.886984312982368
"2012_1124_1290",0.919109779675537
"2012_1124_1293",0.271537849448126
"2012_1124_1301",0.256956850852742
"2012_1124_1307",0.424621102056
"2012_1124_1308",0.906868031035409
"2012_1124_1313",0.992253623852302
"2012_1124_1314",0.922571832061392
"2012_1124_1323",0.822653070468661
"2012_1124_1325",0.879508725628625
"2012_1124_1326",0.464419854306593
"2012_1124_1345",0.896285117275443
"2012_1124_1355",0.958615722262371
"2012_1124_1361",0.63172634463284
"2012_1124_1378",0.917697871498648
"2012_1124_1379",0.791310536552996
"2012_1124_1382",0.930947472430291
"2012_1124_1387",0.531808955527781
"2012_1124_1388",0.612502774640605
"2012_1124_1393",0.571105238824515
"2012_1124_1396",0.881337944510747
"2012_1124_1400",0.879270741881694
"2012_1124_1421",0.979217305940471
"2012_1124_1424",0.343726939670811
"2012_1124_1433",0.845502520342408
"2012_1124_1435",0.293109871482215
"2012_1124_1436",0.96301279442551
"2012_1124_1438",0.812854353607327
"2012_1124_1443",0.82402384864638
"2012_1124_1452",0.715077241261312
"2012_1124_1455",0.70161767599479
"2012_1124_1458",0.476827075625046
"2012_1124_1462",0.926239915696394
"2012_1125_1140",0.336509606494172
"2012_1125_1143",0.103313247211205
"2012_1125_1153",0.152683338731073
"2012_1125_1160",0.189833211744107
"2012_1125_1161",0.0756273522716063
"2012_1125_1163",0.147817867721443
"2012_1125_1166",0.405758562978297
"2012_1125_1172",0.536687975728284
"2012_1125_1178",0.0958072627429274
"2012_1125_1181",0.00888878119962621
"2012_1125_1196",0.0660183968252636
"2012_1125_1199",0.143392644329532
"2012_1125_1207",0.0711102928073331
"2012_1125_1211",0.664258955042225
"2012_1125_1217",0.55121300891731
"2012_1125_1231",0.361640190784365
"2012_1125_1233",0.826576922785044
"2012_1125_1235",0.386508584143491
"2012_1125_1242",0.0912725564317403
"2012_1125_1243",0.114949587472781
"2012_1125_1246",0.00787368817018519
"2012_1125_1249",0.3651371388551
"2012_1125_1250",0.36280629147868
"2012_1125_1253",0.056757340915553
"2012_1125_1254",0.962203229394465
"2012_1125_1257",0.0417627280946775
"2012_1125_1259",0.377162755274378
"2012_1125_1266",0.155793530713073
"2012_1125_1272",0.447576794631628
"2012_1125_1276",0.100231625057787
"2012_1125_1277",0.0915031440488822
"2012_1125_1281",0.0187024344281653
"2012_1125_1285",0.348994223671944
"2012_1125_1290",0.0711490056479605
"2012_1125_1293",0.037355699656113
"2012_1125_1301",0.0139553946242086
"2012_1125_1307",0.162898286811358
"2012_1125_1308",0.254615398836321
"2012_1125_1313",0.107270615877101
"2012_1125_1314",0.212302610590503
"2012_1125_1323",0.044210481478274
"2012_1125_1325",0.262694360200105
"2012_1125_1326",0.0414667442699879
"2012_1125_1345",0.0610070079891259
"2012_1125_1355",0.383272755807868
"2012_1125_1361",0.240880362624893
"2012_1125_1378",0.0325552349047368
"2012_1125_1379",0.0542060200078369
"2012_1125_1382",0.256900965673847
"2012_1125_1387",0.436110784731756
"2012_1125_1388",0.24299796864865
"2012_1125_1393",0.019530979760796
"2012_1125_1396",0.596172740435619
"2012_1125_1400",0.123781525708665
"2012_1125_1421",0.894177053707214
"2012_1125_1424",0.373675344148381
"2012_1125_1433",0.826954037707526
"2012_1125_1435",0.173727303451344
"2012_1125_1436",0.0804102406342116
"2012_1125_1438",0.305144017277613
"2012_1125_1443",0.0202682468564932
"2012_1125_1452",0.00815524148988289
"2012_1125_1455",0.342211759753633
"2012_1125_1458",0.0262322337872896
"2012_1125_1462",0.0735603021491689
"2012_1140_1143",0.434102594410225
"2012_1140_1153",0.530043566277026
"2012_1140_1160",0.279317894548793
"2012_1140_1161",0.0808791638356189
"2012_1140_1163",0.221842821322831
"2012_1140_1166",0.123398110082299
"2012_1140_1172",0.219740809646849
"2012_1140_1178",0.340846440079943
"2012_1140_1181",0.00575669509979354
"2012_1140_1196",0.0904906766146475
"2012_1140_1199",0.152384185336546
"2012_1140_1207",0.178880659022294
"2012_1140_1211",0.666935920716335
"2012_1140_1217",0.30447212680006
"2012_1140_1231",0.237175056767042
"2012_1140_1233",0.454182845373454
"2012_1140_1235",0.319898858601734
"2012_1140_1242",0.056462960834304
"2012_1140_1243",0.284892130287807
"2012_1140_1246",0.00594779462325412
"2012_1140_1249",0.6123282921404
"2012_1140_1250",0.0527096680396963
"2012_1140_1253",0.0138190128760317
"2012_1140_1254",0.926090938447286
"2012_1140_1257",0.0407746528498504
"2012_1140_1259",0.435645979773683
"2012_1140_1266",0.0302366679649466
"2012_1140_1272",0.716252984384897
"2012_1140_1276",0.0792298010965453
"2012_1140_1277",0.109112795415494
"2012_1140_1281",0.00828203956203788
"2012_1140_1285",0.538412941857439
"2012_1140_1290",0.123578810189892
"2012_1140_1293",0.0279894726390175
"2012_1140_1301",0.00951862805436659
"2012_1140_1307",0.0663649924959238
"2012_1140_1308",0.117095795870492
"2012_1140_1313",0.41843825321246
"2012_1140_1314",0.0450255916238028
"2012_1140_1323",0.0734544493259959
"2012_1140_1325",0.136488288715147
"2012_1140_1326",0.0411825680922453
"2012_1140_1345",0.0798061155572766
"2012_1140_1355",0.485299416320478
"2012_1140_1361",0.37009723058028
"2012_1140_1378",0.0880494597958849
"2012_1140_1379",0.192868734633963
"2012_1140_1382",0.367625901420319
"2012_1140_1387",0.244405349003244
"2012_1140_1388",0.107060936540827
"2012_1140_1393",0.00838312093663562
"2012_1140_1396",0.48546050385281
"2012_1140_1400",0.0980077572554717
"2012_1140_1421",0.747072052749526
"2012_1140_1424",0.284659597915097
"2012_1140_1433",0.741791645052595
"2012_1140_1435",0.122477071143677
"2012_1140_1436",0.113668394658737
"2012_1140_1438",0.267719727464179
"2012_1140_1443",0.0206467953267996
"2012_1140_1452",0.00734628913524826
"2012_1140_1455",0.383602953811126
"2012_1140_1458",0.0129083375095821
"2012_1140_1462",0.286091449440635
"2012_1143_1153",0.641863013661838
"2012_1143_1160",0.359969930123522
"2012_1143_1161",0.169706781503371
"2012_1143_1163",0.297595146544228
"2012_1143_1166",0.291195659879986
"2012_1143_1172",0.626666386468097
"2012_1143_1178",0.339879290354618
"2012_1143_1181",0.0104495993697503
"2012_1143_1196",0.37994548487671
"2012_1143_1199",0.224924862134418
"2012_1143_1207",0.0707866399097468
"2012_1143_1211",0.418587607937623
"2012_1143_1217",0.43177369664776
"2012_1143_1231",0.156654771139737
"2012_1143_1233",0.816537387517403
"2012_1143_1235",0.191775267526
"2012_1143_1242",0.0612117363206789
"2012_1143_1243",0.316002913454153
"2012_1143_1246",0.00595606029347906
"2012_1143_1249",0.844694708345962
"2012_1143_1250",0.0866764379788955
"2012_1143_1253",0.0382824251687225
"2012_1143_1254",0.934805204899029
"2012_1143_1257",0.0635741713285631
"2012_1143_1259",0.619089075279903
"2012_1143_1266",0.218870336619096
"2012_1143_1272",0.832190490683695
"2012_1143_1276",0.0365731720533977
"2012_1143_1277",0.124577688577756
"2012_1143_1281",0.0115775870420418
"2012_1143_1285",0.570630589510203
"2012_1143_1290",0.205337934446273
"2012_1143_1293",0.00764207970158298
"2012_1143_1301",0.00819607641298936
"2012_1143_1307",0.072815582374592
"2012_1143_1308",0.669354777781941
"2012_1143_1313",0.811669447163039
"2012_1143_1314",0.0933970898585258
"2012_1143_1323",0.113345046384363
"2012_1143_1325",0.214191947270534
"2012_1143_1326",0.0752357123684068
"2012_1143_1345",0.176188546928583
"2012_1143_1355",0.655807247207554
"2012_1143_1361",0.192430200899393
"2012_1143_1378",0.151197064272246
"2012_1143_1379",0.141963643746216
"2012_1143_1382",0.552572022178742
"2012_1143_1387",0.0678560381850154
"2012_1143_1388",0.0935545606403063
"2012_1143_1393",0.0139154167117717
"2012_1143_1396",0.344626642244717
"2012_1143_1400",0.296497573226366
"2012_1143_1421",0.9498063962398
"2012_1143_1424",0.514765454578965
"2012_1143_1433",0.668303598836539
"2012_1143_1435",0.182298879918826
"2012_1143_1436",0.342071979486659
"2012_1143_1438",0.449641442757676
"2012_1143_1443",0.0741281909351433
"2012_1143_1452",0.0595275321716856
"2012_1143_1455",0.722217436711803
"2012_1143_1458",0.139704672724157
"2012_1143_1462",0.458316417631016
"2012_1153_1160",0.924941070984871
"2012_1153_1161",0.645875194939495
"2012_1153_1163",0.3398739327742
"2012_1153_1166",0.128851722967808
"2012_1153_1172",0.273925798821847
"2012_1153_1178",0.851526527237217
"2012_1153_1181",0.00657897421523412
"2012_1153_1196",0.336361456425778
"2012_1153_1199",0.467452728765691
"2012_1153_1207",0.406343106684249
"2012_1153_1211",0.148128837252466
"2012_1153_1217",0.420538673054579
"2012_1153_1231",0.117148069759468
"2012_1153_1233",0.211222440984659
"2012_1153_1235",0.419625782512159
"2012_1153_1242",0.0511164352210428
"2012_1153_1243",0.728744022284753
"2012_1153_1246",0.0173120653699838
"2012_1153_1249",0.908757276957784
"2012_1153_1250",0.330370910364123
"2012_1153_1253",0.230377568973287
"2012_1153_1254",0.276259100545362
"2012_1153_1257",0.150573814114393
"2012_1153_1259",0.76511599446139
"2012_1153_1266",0.186911242528809
"2012_1153_1272",0.361343337112856
"2012_1153_1276",0.654042598997184
"2012_1153_1277",0.41686072520751
"2012_1153_1281",0.00769005222349
"2012_1153_1285",0.687066011220175
"2012_1153_1290",0.793176965040942
"2012_1153_1293",0.213547825604928
"2012_1153_1301",0.472788672093327
"2012_1153_1307",0.286314593542834
"2012_1153_1308",0.150759123707844
"2012_1153_1313",0.904805754990443
"2012_1153_1314",0.348019436004305
"2012_1153_1323",0.773320000389517
"2012_1153_1325",0.594962600821385
"2012_1153_1326",0.155107823230536
"2012_1153_1345",0.566246376410197
"2012_1153_1355",0.611688691756654
"2012_1153_1361",0.682492128617223
"2012_1153_1378",0.803004764331151
"2012_1153_1379",0.726143262484802
"2012_1153_1382",0.479772378446035
"2012_1153_1387",0.250844754548214
"2012_1153_1388",0.081366667117055
"2012_1153_1393",0.288342032254327
"2012_1153_1396",0.545337062904533
"2012_1153_1400",0.67929781193041
"2012_1153_1421",0.745790549951225
"2012_1153_1424",0.0261541656169717
"2012_1153_1433",0.0754782119507477
"2012_1153_1435",0.328711639547499
"2012_1153_1436",0.703155272910306
"2012_1153_1438",0.819987302767508
"2012_1153_1443",0.461740569072549
"2012_1153_1452",0.19454009241915
"2012_1153_1455",0.0730758309446746
"2012_1153_1458",0.264921924201597
"2012_1153_1462",0.443384701972255
"2012_1160_1161",0.613633411228383
"2012_1160_1163",0.761432814349454
"2012_1160_1166",0.0696905126950127
"2012_1160_1172",0.884854343760484
"2012_1160_1178",0.813780938892288
"2012_1160_1181",0.00911371140851385
"2012_1160_1196",0.621459699238234
"2012_1160_1199",0.756096292934221
"2012_1160_1207",0.226076872567615
"2012_1160_1211",0.228448359778331
"2012_1160_1217",0.430659409858029
"2012_1160_1231",0.491524045509968
"2012_1160_1233",0.747014947884033
"2012_1160_1235",0.352252863591217
"2012_1160_1242",0.04226754548544
"2012_1160_1243",0.836777834793795
"2012_1160_1246",0.00849543543093084
"2012_1160_1249",0.98092668745258
"2012_1160_1250",0.471431627020901
"2012_1160_1253",0.166291500540312
"2012_1160_1254",0.95422814551632
"2012_1160_1257",0.163822370582
"2012_1160_1259",0.876306771455127
"2012_1160_1266",0.175256734581636
"2012_1160_1272",0.758200211640832
"2012_1160_1276",0.620938277808072
"2012_1160_1277",0.632596055691256
"2012_1160_1281",0.208137314535636
"2012_1160_1285",0.950765050532113
"2012_1160_1290",0.874330850986398
"2012_1160_1293",0.0333892375233716
"2012_1160_1301",0.203449748836352
"2012_1160_1307",0.234655931903582
"2012_1160_1308",0.771712858827918
"2012_1160_1313",0.993054274893713
"2012_1160_1314",0.315464171743972
"2012_1160_1323",0.772540246329425
"2012_1160_1325",0.211189225480291
"2012_1160_1326",0.248902168362107
"2012_1160_1345",0.823456026956538
"2012_1160_1355",0.875471740144799
"2012_1160_1361",0.57720669082452
"2012_1160_1378",0.923352545903009
"2012_1160_1379",0.498753850881934
"2012_1160_1382",0.879927009651588
"2012_1160_1387",0.129407228064231
"2012_1160_1388",0.0940963543131963
"2012_1160_1393",0.0462267478712869
"2012_1160_1396",0.575144670931996
"2012_1160_1400",0.938315940350766
"2012_1160_1421",0.93332611623528
"2012_1160_1424",0.771386136790589
"2012_1160_1433",0.315077264097019
"2012_1160_1435",0.495949146772018
"2012_1160_1436",0.965325338826008
"2012_1160_1438",0.832191687929564
"2012_1160_1443",0.710928120431172
"2012_1160_1452",0.862176933954298
"2012_1160_1455",0.882193869967741
"2012_1160_1458",0.342998597074579
"2012_1160_1462",0.78457902081731
"2012_1161_1163",0.602065011411429
"2012_1161_1166",0.19900788570734
"2012_1161_1172",0.499654087720375
"2012_1161_1178",0.599893858931546
"2012_1161_1181",0.0275856398297752
"2012_1161_1196",0.483134881056845
"2012_1161_1199",0.79816659629031
"2012_1161_1207",0.339065737632692
"2012_1161_1211",0.366054466542368
"2012_1161_1217",0.212900699657111
"2012_1161_1231",0.418165584314395
"2012_1161_1233",0.580077719979857
"2012_1161_1235",0.174000357240861
"2012_1161_1242",0.155064508754751
"2012_1161_1243",0.685845906107665
"2012_1161_1246",0.0141908743026851
"2012_1161_1249",0.982589454637783
"2012_1161_1250",0.648736691312044
"2012_1161_1253",0.236343083131414
"2012_1161_1254",0.928821125950411
"2012_1161_1257",0.457422111614409
"2012_1161_1259",0.87794186909953
"2012_1161_1266",0.276766741702666
"2012_1161_1272",0.923494492712484
"2012_1161_1276",0.567877373644928
"2012_1161_1277",0.799043478756331
"2012_1161_1281",0.0753266038326785
"2012_1161_1285",0.897935101150746
"2012_1161_1290",0.85235104640354
"2012_1161_1293",0.0444697582932665
"2012_1161_1301",0.126064227739409
"2012_1161_1307",0.527346387297587
"2012_1161_1308",0.675985468772293
"2012_1161_1313",0.991182054201827
"2012_1161_1314",0.462408501292703
"2012_1161_1323",0.869509867931965
"2012_1161_1325",0.693575579659815
"2012_1161_1326",0.39622971433322
"2012_1161_1345",0.649368966191772
"2012_1161_1355",0.94641375378301
"2012_1161_1361",0.776420693871863
"2012_1161_1378",0.822027080414795
"2012_1161_1379",0.853551020034607
"2012_1161_1382",0.706671208465825
"2012_1161_1387",0.214605856866207
"2012_1161_1388",0.159287723577817
"2012_1161_1393",0.144673371938605
"2012_1161_1396",0.440440119976388
"2012_1161_1400",0.690957708109672
"2012_1161_1421",0.830527664521502
"2012_1161_1424",0.247396060623142
"2012_1161_1433",0.3809306299536
"2012_1161_1435",0.348257231784415
"2012_1161_1436",0.907304366643456
"2012_1161_1438",0.627566127987202
"2012_1161_1443",0.253987463467274
"2012_1161_1452",0.548588125193327
"2012_1161_1455",0.828115331472014
"2012_1161_1458",0.386639240311415
"2012_1161_1462",0.936459146539142
"2012_1163_1166",0.374946041497932
"2012_1163_1172",0.00505090102378719
"2012_1163_1178",0.00503097434562921
"2012_1163_1181",0.0144488558225956
"2012_1163_1196",0.225283790664405
"2012_1163_1199",0.0192785228110464
"2012_1163_1207",0.0050005
"2012_1163_1211",0.00502116334427171
"2012_1163_1217",0.00500988469497143
"2012_1163_1231",0.00500329033498908
"2012_1163_1233",0.00502339336569002
"2012_1163_1235",0.00500439642038169
"2012_1163_1242",0.00500475252210091
"2012_1163_1243",0.00501177001573777
"2012_1163_1246",0.0159602674058326
"2012_1163_1249",0.778158671730731
"2012_1163_1250",0.00501397436653922
"2012_1163_1253",0.0050010769625749
"2012_1163_1254",0.00517589308128824
"2012_1163_1257",0.00500067032161993
"2012_1163_1259",0.00500779778556936
"2012_1163_1266",0.00500990842174414
"2012_1163_1272",0.0050124717618461
"2012_1163_1276",0.00500534554563775
"2012_1163_1277",0.456161163333442
"2012_1163_1281",0.0050005
"2012_1163_1285",0.00505182863599273
"2012_1163_1290",0.00502424738210355
"2012_1163_1293",0.0050005
"2012_1163_1301",0.00500203765926354
"2012_1163_1307",0.0791975523955556
"2012_1163_1308",0.188320928344062
"2012_1163_1313",0.00514086623621989
"2012_1163_1314",0.0811563433745059
"2012_1163_1323",0.310602987392347
"2012_1163_1325",0.00505992208828665
"2012_1163_1326",0.112719662535045
"2012_1163_1345",0.00500701731460084
"2012_1163_1355",0.797740326664968
"2012_1163_1361",0.469369718370062
"2012_1163_1378",0.0050149640191815
"2012_1163_1379",0.00502282933749093
"2012_1163_1382",0.00502925195717324
"2012_1163_1387",0.00501013204348144
"2012_1163_1388",0.00501766892304145
"2012_1163_1393",0.230466736386501
"2012_1163_1396",0.00508470287014223
"2012_1163_1400",0.00500671699915034
"2012_1163_1421",0.00505936746055302
"2012_1163_1424",0.0120218592916176
"2012_1163_1433",0.00500986612435588
"2012_1163_1435",0.00500579609497059
"2012_1163_1436",0.00500674331892936
"2012_1163_1438",0.00500478219737393
"2012_1163_1443",0.00501283117885392
"2012_1163_1452",0.0377500807521449
"2012_1163_1455",0.00501697107946419
"2012_1163_1458",0.00500378236534637
"2012_1163_1462",0.00501592182422211
"2012_1166_1172",0.898594751477983
"2012_1166_1178",0.97414377794407
"2012_1166_1181",0.0571723206029274
"2012_1166_1196",0.540700750625894
"2012_1166_1199",0.717866213370948
"2012_1166_1207",0.61832789120299
"2012_1166_1211",0.94858736402571
"2012_1166_1217",0.527022177842083
"2012_1166_1231",0.165924713907602
"2012_1166_1233",0.952024273375113
"2012_1166_1235",0.551324743284227
"2012_1166_1242",0.420723946583783
"2012_1166_1243",0.698945665504128
"2012_1166_1246",0.2546653005259
"2012_1166_1249",0.98389463310873
